tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes,chart_label_en,layer_1,layer_2,layer_3,layer_4,classification_notes,display_explanation,chart_include,chart_revenue_eur,chart_revenue_pct_gdp,netted_adjustments_eur,netting_notes
Amendes et confiscations,Fines and confiscations,Eurostat national-tax-list line classified as ESA code D2121. Economic function: consumption.,40000000,0.001370,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D2121; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Fines,Other,"Fines, penalties and miscellaneous tax-like charges",Fines/licences/miscellaneous,Amendes et confiscations,UK-equivalent treatment: miscellaneous tax-like receipts sit with Other.,Fines and confiscations counted as tax-like revenue in the national accounts.,yes,40000000,0.001370,0,
Autres prélèvements sociaux,Other social levies,Eurostat national-tax-list line classified as ESA code D51M. Economic function: household capital income.,14646000000,0.501593,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51M; DETAILS C06; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other social levies,Employment,Personal income and social taxes,Income tax,Autres prélèvements sociaux,UK-equivalent treatment: personal income tax kept with employment taxes unless a capital-income line is separately identified.,Other social charges on household income.,yes,14646000000,0.501593,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D2122C. Economic function: consumption.,9000000,0.000308,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D2122C; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other import taxes,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other import-related taxes not separately identified.,yes,9000000,0.000308,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D214A. Economic function: consumption.,44000000,0.001507,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214A; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other product taxes 1,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other taxes on products or consumption not separately identified.,yes,44000000,0.001507,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D214E. Economic function: consumption.,5000000,0.000171,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214E; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other product taxes 2,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other taxes on products or consumption not separately identified.,yes,5000000,0.000171,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D214H. Economic function: consumption.,1144000000,0.039179,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214H; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other product taxes 3,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other taxes on products or consumption not separately identified.,yes,1144000000,0.039179,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D214L. Economic function: consumption.,182000000,0.006233,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214L; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other product taxes 4,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other taxes on products or consumption not separately identified.,yes,182000000,0.006233,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,890000000,0.030480,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other property taxes,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other property-related taxes not separately identified.,yes,890000000,0.030480,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D29B. Economic function: capital/stock of wealth.,167000000,0.005719,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29B; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other business taxes 1,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other business taxes not separately identified.,yes,167000000,0.005719,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,1364000000,0.046714,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other payroll taxes,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other payroll-related taxes not separately identified.,yes,1364000000,0.046714,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D29E. Economic function: capital/stock of wealth.,168000000,0.005754,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29E; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other business taxes 2,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other business taxes not separately identified.,yes,168000000,0.005754,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D29H. Economic function: capital/stock of wealth.,295000000,0.010103,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29H; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other business taxes 3,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other business taxes not separately identified.,yes,295000000,0.010103,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D51M. Economic function: SPLIT1.,1127000000,0.038597,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51M; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other income/social taxes,Employment,Personal income and social taxes,Income/social contribution hybrids,Autres taxes,CSG/CRDS/PIT are not split by source in this table; kept with employment/personal income taxes.,Taxes and social charges on personal income.,yes,1127000000,0.038597,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D51O. Economic function: corporate capital income.,13387000000,0.458475,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51O; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other corporate taxes,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other company taxes not separately identified.,yes,12937618224,0.443084,-449381776,Netted Cour known-yield overlap for Other / Service-related tax-like charges.
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D59A. Economic function: capital/stock of wealth. Environmental/property tag: other property.,651000000,0.022295,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59A; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other wealth taxes 1,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other wealth-related taxes not separately identified.,yes,651000000,0.022295,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D59F. Economic function: capital/stock of wealth.,248000000,0.008493,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59F; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other wealth taxes 2,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other wealth-related taxes not separately identified.,yes,248000000,0.008493,0,
Autres taxes,Other taxes,Eurostat national-tax-list line classified as ESA code D91B. Economic function: capital/stock of wealth. Environmental/property tag: other property.,458000000,0.015685,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D91B; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other capital taxes,Other,Residual other taxes,Eurostat residual other-tax lines,Autres taxes,Grouped Eurostat 'other taxes' residual without a more specific label.,Other capital taxes not separately identified.,yes,458000000,0.015685,0,
Autres taxes sur l'énergie,Other taxes on energy,Eurostat national-tax-list line classified as ESA code D214A. Economic function: consumption. Environmental/property tag: energy.,622000000,0.021302,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214A; DETAILS C04; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other energy taxes,Goods/services,Other consumption taxes,Other goods/services taxes,Autres taxes sur l'énergie,Residual ESA product/service-tax line.,Other taxes on energy or fuel use.,yes,374357306,0.012821,-247642694,Netted Cour known-yield overlap for Goods/services / Immigration/nationality charges classified as taxes. Netted Cour known-yield overlap for Goods/services / Other consumption taxes. Netted Cour known-yield overlap for Goods/services / Other goods/services taxes.
Autres taxes sur la pollution,Other taxes on pollution,Eurostat national-tax-list line classified as ESA code D214A. Economic function: consumption. Environmental/property tag: pollution.,1011000000,0.034624,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214A; DETAILS C03; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other pollution taxes 1,Environmental,Pollution taxes,Pollution levies,Autres taxes sur la pollution,UK-equivalent treatment: pollution charges sit with environmental taxes.,Other taxes on pollution or environmentally harmful activities.,yes,812523496,0.027827,-198476504,"Netted Cour known-yield overlap for Environmental / Nuclear safety and radioprotection levies. Netted Cour known-yield overlap for Environmental / Water, plant and animal inspection levies."
Autres taxes sur la pollution,Other taxes on pollution,Eurostat national-tax-list line classified as ESA code D214H. Economic function: consumption. Environmental/property tag: pollution.,1095000000,0.037501,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214H; DETAILS C02; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other pollution taxes 2,Environmental,Pollution taxes,Pollution levies,Autres taxes sur la pollution,UK-equivalent treatment: pollution charges sit with environmental taxes.,Other taxes on pollution or environmentally harmful activities.,yes,872942622,0.029896,-222057378,"Netted Cour known-yield overlap for Environmental / Carbon, energy-transition and extraction levies. Netted Cour known-yield overlap for Environmental / Pollution taxes."
Autres taxes sur la pollution,Other taxes on pollution,Eurostat national-tax-list line classified as ESA code D29F. Economic function: consumption. Environmental/property tag: pollution.,320000000,0.010959,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29F; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other pollution taxes 3,Environmental,Pollution taxes,Pollution levies,Autres taxes sur la pollution,UK-equivalent treatment: pollution charges sit with environmental taxes.,Other taxes on pollution or environmentally harmful activities.,yes,320000000,0.010959,0,
Autres taxes sur le revenu,Other taxes on income,Eurostat national-tax-list line classified as ESA code D51E. Economic function: household capital income.,144000000,0.004932,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51E; DETAILS C01; 2024","Eurostat grouped 'other taxes' line; likely contains multiple legal taxes and may overlap with more specific Cour des comptes low-yield entries. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Other income taxes,Employment,Personal income and social taxes,Income tax,Autres taxes sur le revenu,UK-equivalent treatment: personal income tax kept with employment taxes unless a capital-income line is separately identified.,Taxes and social charges on personal income.,yes,144000000,0.004932,0,
